Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2010-02-11,0.20605529844760895,0.20717190406727237,0.19320279878612112,0.1938239870594854,6912000
2010-02-12,0.20689846575260162,0.208684855821375,0.1992822476517288,0.20044840065810346,17203200
2010-02-16,0.21491293609142303,0.21540930462066918,0.20843714612597952,0.2117622175796516,19238400
2010-02-17,0.21856003999710083,0.21860957321277677,0.21451563661064857,0.21779117488922975,38361600
2010-02-18,0.22270353138446808,0.224018312567627,0.21702137960383985,0.21833711198383793,77721600
2010-02-19,0.22270353138446808,0.22560654154658363,0.21950326511164114,0.22118962353167318,92966400
2010-02-22,0.2211400270462036,0.22533304375238292,0.218634319582504,0.22533304375238292,50995200
2010-02-23,0.21250630915164948,0.22111527847769402,0.20957852559764117,0.21992435177004543,82252800
2010-02-24,0.21893256902694702,0.22143827697366542,0.21508635503054455,0.21625250812439026,70617600
2010-02-25,0.21880777180194855,0.22029690595924847,0.20769307922892638,0.2119356443206014,91238400
2010-02-26,0.22153736650943756,0.2224558108952692,0.21600479427437402,0.2181627474546376,57600000
2010-03-01,0.23103995621204376,0.23198315984306397,0.22434121859789108,0.22434121859789108,28454400
2010-03-02,0.23242910206317902,0.23744148307612584,0.23180886498819567,0.23307411284480598,48422400
2010-03-03,0.2337200939655304,0.2370689740902663,0.23146209464348635,0.23503487514614566,47961600
2010-03-04,0.2363000512123108,0.23662206673617908,0.23089133468657358,0.23453842100866043,29452800
2010-03-05,0.24674497544765472,0.24783680720129703,0.24004625131296958,0.24133627269135957,26880000
2010-03-08,0.2480606883764267,0.24984706378832572,0.24696882837564524,0.24696882837564524,25344000
2010-03-09,0.25245189666748047,0.25632193236314216,0.24649726390753027,0.24669542513601508,46425600
2010-03-10,0.2586295008659363,0.2601681679955994,0.25262532018244177,0.25279965891977585,40089600
2010-03-11,0.26101139187812805,0.2613839203087833,0.255354950852508,0.2570670483610182,53913600
2010-03-12,0.261606901884079,0.2638896609861935,0.2586048107369254,0.2638896609861935,36134400
2010-03-15,0.25984519720077515,0.26163160144975806,0.2543126394972971,0.25986998510364984,42393600
2010-03-16,0.26475852727890015,0.2655026187120233,0.2596718391933583,0.2624014332458816,46579200
2010-03-17,0.2665944993495941,0.27036544161856385,0.2643860471574205,0.2655026672079408,39820800
2010-03-18,0.26929834485054016,0.270142468102485,0.2657503240898934,0.2675119405182011,52185600
2010-03-19,0.2645345628261566,0.2722508400736032,0.2617068398711895,0.2645345628261566,40051200
2010-03-22,0.27168017625808716,0.2748566053512704,0.26044066570920155,0.2614334311227535,58790400
2010-03-23,0.27736228704452515,0.2779577645157724,0.2692982977376346,0.273540833371878,55334400
2010-03-24,0.27341705560684204,0.27599803604808854,0.27168022690013893,0.27540258680405527,89241600
2010-03-25,0.27170491218566895,0.283018728670841,0.2714819630565451,0.2800909454880404,93926400
2010-03-26,0.2731197774410248,0.27835414243932793,0.2688267281522696,0.2755759663327579,84288000
2010-03-29,0.27686598896980286,0.2796946781859948,0.27483190408910707,0.27723851742725186,38054400
2010-03-30,0.2797689735889435,0.2821755865836484,0.2740868080601751,0.2791487365109528,39897600
2010-03-31,0.2759980261325836,0.28036444554309137,0.27408683033000025,0.27664305116671356,59558400
2010-04-01,0.2754520773887634,0.2844088008653932,0.26927352966970586,0.2790744047067034,116620800
2010-04-05,0.2834160625934601,0.28507861257813033,0.2754025563346255,0.27746142884224123,67584000
2010-04-06,0.28557494282722473,0.2881549857653734,0.27947073034981834,0.2812571345213855,58713600
2010-04-07,0.2839619815349579,0.28770816338922556,0.27900008507457574,0.2846069781014867,106252800
2010-04-08,0.2849794626235962,0.28664104689311026,0.2767915908033845,0.28108370213359446,69657600
2010-04-09,0.29011479020118713,0.2908093342128792,0.2837133210656656,0.2859217728331892,58099200
2010-04-12,0.2912808954715729,0.29351413466800125,0.289197235485931,0.29110749375549966,48806400
2010-04-13,0.29567307233810425,0.2961437301363646,0.2877081488174122,0.2903386761498222,67238400
2010-04-14,0.3060931861400604,0.30634089476641174,0.2992705795863921,0.29989081654581645,61094400
2010-04-15,0.3101871609687805,0.31132854027502843,0.305497761015465,0.3057711945872638,45772800
2010-04-16,0.2991458475589752,0.3099137357301713,0.2933903120662796,0.30691164514620006,129484800
2010-04-19,0.2986752390861511,0.30140389654199157,0.2878072888971015,0.29634293261289213,112742400
2010-04-20,0.3030911982059479,0.3051757959070388,0.2976329180464274,0.3033141190083678,56102400
2010-04-21,0.30842554569244385,0.3110551078081485,0.30269383284367374,0.30924394401725713,83980800
2010-04-22,0.31299105286598206,0.3140324002230993,0.2943077622040802,0.29941923735686155,122841600
2010-04-23,0.3171345889568329,0.31812638911615304,0.30959174004977874,0.3132883748777791,82368000
2010-04-26,0.3147774636745453,0.3197393601616951,0.31323879647394876,0.3173575067424435,80524800
2010-04-27,0.2953501045703888,0.31504995666448826,0.29277008992574033,0.3117258222400312,133747200
2010-04-28,0.2960446774959564,0.3001881476316877,0.28887432871541835,0.2998908915269582,125068800
2010-04-29,0.31115517020225525,0.3126433531538615,0.3001386071366652,0.30016339504242634,84748800
2010-04-30,0.292819619178772,0.31214697195259694,0.2920498028634608,0.31068354863852415,88512000
2010-05-03,0.30477842688560486,0.30919436442934645,0.29616847875371616,0.2962437510617102,52608000
2010-05-04,0.2778339385986328,0.29326643790200335,0.27120855540252403,0.29324071300003424,137241600
2010-05-05,0.2732684016227722,0.2781559627845804,0.26398869663188057,0.2691249318537531,138508800
2010-05-06,0.2464972734451294,0.2753520083432068,0.16871444522663345,0.26763575915951215,217804800
2010-05-07,0.22855907678604126,0.24892871502178457,0.2126549526267125,0.23997199035824676,248256000
2010-05-10,0.26264920830726624,0.26341808783905424,0.25600002874982364,0.25741390504826095,189273600
2010-05-11,0.26247578859329224,0.2729206978816564,0.253742011656233,0.2552311317970167,147033600
2010-05-12,0.27661818265914917,0.2771888722036923,0.2650804806696059,0.26607324594327153,108556800
2010-05-13,0.26411354541778564,0.27971947873271535,0.2624510235255474,0.27396300519902206,105561600
2010-05-14,0.24786162376403809,0.2579845149427497,0.23942604201406162,0.25763771145326597,154176000
2010-05-17,0.2512114644050598,0.2539906058208576,0.2352082602084809,0.250268246330606,136857600
2010-05-18,0.24160973727703094,0.25877909407526745,0.23719281969776895,0.2573394932936569,190617600
2010-05-19,0.23523302376270294,0.24314743484833962,0.22684697526626185,0.23744147541526928,237772800
2010-05-20,0.21143925189971924,0.22257966887081654,0.2070480589514926,0.2209914399501361,272985600
2010-05-21,0.21307699382305145,0.2196518642676033,0.19645355351932228,0.19856195911917124,234316800
2010-05-24,0.2148386389017105,0.22218237541068167,0.21235770458499462,0.21424317548206764,155020800
2010-05-25,0.21332471072673798,0.21399449520891958,0.19253302624018306,0.19888494777799315,172646400
2010-05-26,0.20672507584095,0.2255322098473389,0.2051378123302121,0.21662501850273755,208320000
2010-05-27,0.22910498082637787,0.22967568468280855,0.21870865583238963,0.22049506012738881,173222400
2010-05-28,0.22590379416942596,0.23126296485103953,0.21957758284760814,0.2306179540252952,166694400
2010-06-01,0.21965187788009644,0.23505963295036097,0.21833709678844104,0.22352191423104004,202713600
2010-06-02,0.2351091355085373,0.2351091355085373,0.21853524374987499,0.22329895014323525,113433600
2010-06-03,0.241212397813797,0.24255196664188475,0.23237954309414788,0.23684599346009572,114854400
2010-06-04,0.21739386022090912,0.23508438666280876,0.21421836814788844,0.22607811565552646,245952000
2010-06-07,0.20479005575180054,0.2219098800641172,0.2044423010462868,0.2195032528171455,168729600
2010-06-08,0.2036486566066742,0.20761872445354557,0.19553510497845256,0.20625344486525024,265920000
2010-06-09,0.19915743172168732,0.21359816017777286,0.196875624274452,0.20776736664078935,229440000
2010-06-10,0.21568182110786438,0.21610388275499726,0.20441754956959035,0.20610484496129866,155520000
2010-06-11,0.2213144302368164,0.22218237606162494,0.2089830859556983,0.2089830859556983,125337600
2010-06-14,0.22143825888633728,0.23225569405135782,0.22054458825954393,0.22788928933149474,227404800
2010-06-15,0.23761487007141113,0.24019488464378463,0.22444034146908734,0.22511012591576887,200102400
2010-06-16,0.2424033284187317,0.24562933321935113,0.2362505340564462,0.23741668697649126,158361600
2010-06-17,0.2448347955942154,0.24657165279097437,0.23853335729407604,0.2461991243224199,163046400
2010-06-18,0.24550454318523407,0.2504426174065259,0.2430483827235986,0.24610002076637483,139584000
2010-06-21,0.23905348777770996,0.25555308649540825,0.23501005028133445,0.25446122633961576,219916800
2010-06-22,0.23339709639549255,0.24706799450766528,0.23218139593882736,0.2418079047644869,179596800
2010-06-23,0.230271115899086,0.2366716327925162,0.22503578647472888,0.23426500595793162,224716800
2010-06-24,0.21910595893859863,0.22950133278321116,0.21784071108116998,0.227516767220726,239424000
2010-06-25,0.2189573347568512,0.22444035950839822,0.2142927083544648,0.2219594253600762,177561600
2010-06-28,0.21699658036231995,0.22240624910443124,0.21228335798811632,0.2191307250909842,164160000
2010-06-29,0.19278165698051453,0.20717187034225823,0.18707473288373935,0.20679935619641268,438220800
2010-06-30,0.18325425684452057,0.1953369399649754,0.1817403491428106,0.18990344861670796,183667200
2010-07-01,0.18146787583827972,0.18580952131390938,0.17084861547648056,0.18427083982904363,252326400
2010-07-02,0.1804751306772232,0.18404791113062818,0.17491778452743437,0.18193949108955626,147379200
2010-07-06,0.18141832947731018,0.19082093747645582,0.1768527839652314,0.18737296293191083,156556800
2010-07-07,0.19856196641921997,0.19910789656525185,0.1825349400628951,0.18298082418669037,160780800
2010-07-08,0.2019118070602417,0.20412027290686183,0.19491487491803713,0.20332568291226505,207360000
2010-07-09,0.2075692117214203,0.20841238378698435,0.20032360506557215,0.20139067749728615,142656000
2010-07-12,0.2099262923002243,0.21305223728753267,0.20553414821794055,0.2067993961161253,98918400
2010-07-13,0.21709662675857544,0.2198748312368161,0.21019877478129595,0.21483862754627425,174144000
2010-07-14,0.22056937217712402,0.22426697218862812,0.21612864613374366,0.21895733498723624,109516800
2010-07-15,0.22133919596672058,0.2232742142172643,0.21250632560275498,0.2196518864018178,114201600
2010-07-16,0.20352481305599213,0.2196766448562319,0.20255682130104552,0.2194032112848098,181363200
2010-07-19,0.20811516046524048,0.20940516807249304,0.19975294684307274,0.20469100765848713,124224000
2010-07-20,0.21468998491764069,0.21555793063508347,0.19620583323531862,0.19779311082941986,127948800
2010-07-21,0.20717191696166992,0.22280260779202243,0.2057828288756917,0.22280260779202243,172492800
2010-07-22,0.2211400270462036,0.22540831605868183,0.2152606664911373,0.2152606664911373,126451200
2010-07-23,0.2268965244293213,0.2271699579985157,0.2168231806311204,0.21803888104460367,138854400
2010-07-26,0.2318831831216812,0.23252914509174816,0.22471284908730815,0.22788929254103882,100761600
2010-07-27,0.23183362185955048,0.23634961980582278,0.22893061215162674,0.235307321187728,119692800
2010-07-28,0.22709469497203827,0.234265028767775,0.22404305715127282,0.23136297017975943,77568000
2010-07-29,0.221685990691185,0.231734561164383,0.21466522151325867,0.2302463783220108,152755200
2010-07-30,0.22319987416267395,0.22687173465208482,0.21215853939956175,0.21605430022720146,129830400
2010-08-02,0.23520827293395996,0.23694511573858498,0.22890588414507695,0.2314620907308848,90163200
2010-08-03,0.23277685046195984,0.2355064585573145,0.22910497552467818,0.2347614159694751,64012800
2010-08-04,0.23950037360191345,0.24017015814063905,0.23277687429415475,0.23582851248566494,80908800
2010-08-05,0.2380864918231964,0.23892966385683384,0.23307411085308263,0.23590279962771382,66470400
2010-08-06,0.23696985840797424,0.23798738332797534,0.22610287625503708,0.22952609119651246,152755200
2010-08-09,0.24111337959766388,0.243147464359471,0.23714329692473873,0.24021970886714214,85632000
2010-08-10,0.2360018789768219,0.23930219095858266,0.22955181384154438,0.23570463709215003,158016000
2010-08-11,0.2165754735469818,0.22362195321597336,0.21315130724190268,0.22347237397889755,154905600
2010-08-12,0.2104712277650833,0.21344854428997595,0.20238340133818722,0.2035991016521518,145920000
2010-08-13,0.20627820491790771,0.2111171835254705,0.20627820491790771,0.20873533037493322,57945600
2010-08-16,0.20744439959526062,0.2116126576456764,0.20059704600586376,0.2032018488139444,95424000
2010-08-17,0.2153349667787552,0.22089231161182862,0.2108437429693725,0.21208421690992785,120076800
2010-08-18,0.21727003157138824,0.22163645081280076,0.21178700666032968,0.21424316717300954,71155200
2010-08-19,0.209280326962471,0.2164011279932704,0.20369820739020408,0.2141936274288848,102412800
2010-08-20,0.2085609883069992,0.2101492028232393,0.20347525199244537,0.20717188623011076,88588800
2010-08-23,0.2028055042028427,0.21449090073970412,0.20250729689131,0.21322565276012273,108211200
2010-08-24,0.1911686807870865,0.19764447028181978,0.18881158705418583,0.19618009591564356,144806400
2010-08-25,0.1969004124403,0.19925749237722387,0.18652886036334898,0.18744729059023668,144153600
2010-08-26,0.19047416746616364,0.19975293696150814,0.18918415992272636,0.1994309071248517,132979200
2010-08-27,0.19677554070949554,0.1976196779819837,0.18211284547896456,0.19379822443946315,192460800
